Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
Adauto Alves de Lima - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Conserto e reforma de maquina e equipamento agricola;www.chapadaomaquinas.com.br;BRASIL;BAHIA;Canarana;Rua Francisco Barbosa do Nascimento, 233;S/N;Centro;;44890-000;(74) 3656-2142 ; (74) 99979-1121 ;; ;chapadaomaquinas@hotmail.com; ; ;;;;; 03433803000128 ;
Adeany Paula Borges dos Santos - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Manutencao de geradores, motores e maquinas industriais;;BRASIL;BAHIA;Sao Desiderio;Rua JK Brasil, 00;S/N;Roda Velha;;47827-000;(77) 99961-2842 ; (77) 99814-2842 ;; ;centralmotoreseletricos@hotmail.com; ; ;;;;; 19420784000135 ;
Adeilton dos Santos;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Biscoito;;BRASIL;BAHIA;Valenca;Rua Hortencias, 06;S/N;Bolivia;;45400-000;(75) 98841-9031 ;  ;; ;; ; ;;;;; 11707434000142 ;
Ademar Francisco do Nascimento - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Reforma de estofado, cadeira, sofa;;BRASIL;BAHIA;Itabuna;Rua Juarez Tavora, 1350;S/N;Sao Caetano;;45607-410;(73) 98841-2156  ;  ;; ;; ; ;;;;; 05480894000188 ;
Ademil Roza Menezes - MEI;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Bolo  Pao;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 08548487000153 ;
Ademilton Macedo dos Santos - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Bolsa;;BRASIL;BAHIA;Ipira;Rua Jose Saint Clair, 15;S/N;Centro;;44600-000;(75) 99127-3186 ;  ;; ;ademiltonmacedo@hotmail.com; ; ;;;;; 22485428000104 ;
Ademir Alves Nunes da Silva - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Basculante;;BRASIL;BAHIA;Paulo Afonso;Rua Marechal Floriano Peixoto, 237-C;S/N;Centro;;48601-210;(75) 98803-0352 ; (75) 99165-7061 ;; ;pimenta.esquadrias@hotmail.com; ; ;;;;; 21519338000124 ;
Ademir dos Santos Mota & Cia Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Amido de milho;(71) 3304-9188 /  / ;BRASIL;BAHIA;Loja/Terreo; Sal;S/N; Sem Interesse;; Sem Interesse;Estado:;;; ;Estado:; ;;;;;; 06245751000154 ;
Ademir Guido Pes & Cia Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Porta joia;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rua Para, 418;S/N;Mimoso do Oeste;;47850-000;(77) 3628-3043 ;  ;; ;super-loja@hotmail.com; ; ;;;;; 09620640000179 ;
Ademir Souza Coutinho - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Bolo;;BRASIL;BAHIA;Malhada de Pedras;Rua Geroncio Azevedo, S/N;S/N;Centro;;46110-970;(77) 98828-5499 ;  ;; ;; ; ;;;;; 10467699000158 ;
Adenilson Portugal dos Santos;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Teixeira de Freitas;Rua do Cedro, 347;S/N;Castelinho;;45996-455;(73) 3292-6752 ; (73) 99996-6492 ;; ;; ; ;;;;; 40457434000130 ;
Adenilto Nunes de Souza - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Esquadria de vidro;;BRASIL;BAHIA;Simoes Filho;Av Rui Barbosa, 25;S/N;Centro;;43700-000;(71) 3298-3868 ; (71) 98857-1555 ;; ;adeniltonsouza2014@gmail.com; ; ;;;;; 18515329000150 ;
Adenilton Francisco da Silva Eireli;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Estaca ecologica;;BRASIL;BAHIA;Elisio Medrado;Fazenda Arco Verde, S/N;S/N;Zona Rural;;45305-000;(75) 98800-0825 ; (75) 98825-2872 ;; ;estacasarcoverde2017@yahoo.com; ; ;;;;; 19203446000141 ;
Ader Fabrica de Racoes e Distr de Alimentos Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Racao para aves  Racao para codornas;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 42071852000110 ;
Adeskollor Etiquetas Adesivas Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Etiqueta;;BRASIL;BAHIA;Vitoria da Conquista;Rua Marta Vasconcelos, 79;S/N;Centro;;45000-725;(77) 3421-9760 ; (77) 3427-4537 ;; ;financeiroadeskollor@hotmail.com; ; ;;;;; 06161719000190 ;
Adeskollor Etiquetas Adesivas Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Rotulo;;BRASIL;BAHIA;Vitoria da Conquista;Rua Marta Vasconcelos, 79;S/N;Centro;;45000-725;(77) 3421-9760 ; (77) 3427-4537 ;; ;financeiroadeskollor@hotmail.com; ; ;;;;; 06161719000352 ;
Adibrax Quimica Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Aditivo para radiador;www.adibrax.ind.br;BRASIL;BAHIA;Lauro de Freitas;Rua da Alegria, 122;S/N;Recreio Ipitanga;;42700-260;(71) 3051-0201 ; (71) 3027-2768 ;; ;comercial@adibrax.ind.br; ; (71) 99331-0201;;;;; 23086959000197 ;
Adilson Almeida Santos Junior;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Farinha de trigo;;BRASIL;BAHIA;Vitoria da Conquista;Rua Frei Vital, 48-A;S/N;Ibirapuera;;45075-630;(77) 98819-9013 ;  ;; ;adilson2110@hotmail.com; ; ;;;;; 10573554000131 ;
Adilson Nunes da Silva;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Moveis planejados; ;BRASIL;BAHIA;Caravelas;Rua das Palmeiras, 200;S/N;Olaria;;45900-000;(73) 99977-1976 ;  ;; ;wamarcenaria10@gmail.com; ; ;;;;; 20898992000123 ;
Adilson Sales dos Santos;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Recuperacao de pecas para automoveis de grande porte;;BRASIL;BAHIA;Mucuri;Rodovia BR-101 Km 948, S/N;S/N;Itabata;;45930-000;(73) 99924-5960 ;  ;; ;adilsontorneiro530@gmail.com; ; ;;;;; 26267281000137 ;
Adilson Teixeira da Silva;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Uniforme sob medida para empresas;;BRASIL;BAHIA;Oliveira dos Brejinhos;Rua Dr Joao Cupertino da Silva, 56;S/N;Centro;;47530-000;(77) 3642-2019 ;  ;; ;liuconfecciona@yahoo.com.br; ; ;;;;; 11047635000160 ;
Adinael Brito dos Santos - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Manutencao de geradores, motores e maquinas industriais;;BRASIL;BAHIA;Campo Formoso;Av Presidente Tancredo Neves, 863;S/N;Centro;;44790-000;(74) 3645-1890 ; (74) 99117-5035 ;; ;casadosmotoreseletricos18@hotmail.com; ; ;;;;; 07467751000161 ;
Adinor Industria e Comercio de Aditivos Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Adicrem Creme Confeiteiro;www.adinor.com.br;BRASIL;BAHIA;Feira de Santana;Av Banco do Nordeste, S/N;S/N;Tomba;;44010-665;(75) 3322-3166 ;  ;; ;comercial@adinor.com.br; ; ;;;;; 13457189000198 ;
Adival Alves dos Anjos - EPP;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Telha;;BRASIL;BAHIA;Caetite;Rod Caetite/Igapora Km 01, S/N;S/N;Sede;;46400-000;(77) 3454-1333 ; (77) 3454-1186 ;; ;cparana.cte@hotmail.com; ; ;;;;; 13778782000136 ;
ADJ Servicos Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Construcao civil;;BRASIL;BAHIA;Salvador;Rua Sr do Bonfim, 04-B;S/N;Lobato;;40470-151;(71) 3215-5986  ; (71) 98638-5085 ;; ;; ; ;;;;; 12865469000172 ;
ADJB Artefatos de Cimento Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Meio-fio;;BRASIL;BAHIA;Vitoria da Conquista;Rua Rio Agra Fria, 200;S/N;Candeias;;45029-106;(77) 98801-9441 ;  ;; ;adjbart@gmail.com; ; ;;;;; 14078476000150 ;
ADM da Silva Oliveira Serralheria;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Corrimao;;BRASIL;BAHIA;Queimadas;Travessa da Paulista, 38;S/N;Acampamento;;48860-000;(75) 99949-3808 ;  ;; ;adaodiegom@gmail.com; ; ;;;;; 26090489000123 ;
Admcs Comercio e Servicos Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;Lista de Insumos:;(71) 3215-6106 / (71) 3215-3621 / ;BRASIL;BAHIA;Lt 4 Galpao; Vinil adesivo;S/N; Sem Interesse;; Sem Interesse;Estado:;;; ;Estado:; ;;;;;; 02279318000189 ;
Adnilson Pereira dos Santos de Itapoan;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Acai;www.aritasorvetes.com.br;BRASIL;BAHIA;Salvador;Rua da Mangueira do Km 17, 32;S/N;Itapua;;41610-790;(71) 3249-2228  ; (71) 3249-7484 ;; ;contato@aritasorvetes.com.br; ; (71) 99171-0942;;;;; 00645361000195 ;
Adri Metal Industria e Comercio de Moveis Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Movel escolar;;BRASIL;BAHIA;Itapicuru;Rua Dona Santa, 90;S/N;Centro;;48475-000;(75) 99921-9897 ; (75) 3430-2507 ;; ;adrimetal@hotmail.com; ; ;;;;; 17873426000152 ;
Adriana Aparecida Moreira Godinho - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Manutencao de maquinas;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rua Espirito Santo, 208;S/N;Centro;;47850-000;(77) 3628-2065 ; (77) 3628-0607 ;; ;tornearia.atendimento@yahoo.com.br; ; ;;;;; 10701525000108 ;
Adriana Araujo da Silva dos Santos - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Manutencao e reparacao de maquinas para a industria do vestuario;;BRASIL;BAHIA;Salvador;Rua do Uruguay, 754;S/N;Uruguai;;40450-211;(71) 3013-3952 ; (71) 99735-6288 ;; ;adrianamb54@hotmail.com; ; ;;;;; 11171605000161 ;
Adriana Carvalho Steindorf;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Biscoito;;BRASIL;BAHIA;Lauro de Freitas;Av Luiz Tarquinio Pontes, 1605-A;S/N;Pitangueiras;;42701-450;(71) 3379-2331 ; (71) 99111-5851 ;; ;adriana.steindorf@gmail.com; ; ;;;;; 34115479000123 ;
Adriana Cruz Alves - EPP;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Cueca;;BRASIL;BAHIA;Vitoria da Conquista;Av Presidente Dutra, 3585;S/N;Centro;;45000-010;(77) 3423-4327 ;  ;; ;bigjoy_adriana@hotmail.com; ; ;;;;; 05815549000158 ;
Adriana da Fonseca Gordilho - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Base de mesa;;BRASIL;BAHIA;Salvador;Rua Juazeiro (Pq Cruz Aguiar), 16;S/N;Rio Vermelho;;41940-670;(71) 99137-9865 ;  ;; ;adrianafgordilho@hotmail.com; ; ;;;;; 02886514000111 ;
Adriana Fernandes de Oliveira Neves - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Envase de agua de coco verde;www.aguadecocoice.com.br;BRASIL;BAHIA;Guanambi;Rua Vanda Neves Freitas, 96;S/N;Santa Catarina;;46430-000;(77) 3451-9990  ;  ;; ;cocoicegbi@hotmail.com; ; ;;;;; 07262356000142 ;
Adriana Ferreira da Silva Lopes de Arueira;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Bloco ceramico;;BRASIL;BAHIA;Filadelfia;Rua Povoado de Arueira, S/N;S/N;Arueira;;44775-000;(74) 99962-0899 ;  ;; ;silvaadriana23@hotmail.com; ; ;;;;; 06995144000101 ;
Adriana Moitinho Soares Silva - EPP;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Bloco ceramico;;BRASIL;BAHIA;Belo Campo;Fazenda Sussuarana, 987-B;S/N;Zona Rural;;45160-000;(77) 99996-4842 ; (77) 3437-2451 ;; ;madereiralmeida@yahoo.com.br; ; ;;;;; 11588976000224 ;
Adriano de Assuncao Rocha;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Beneficiamento de couro;;BRASIL;BAHIA;Jacobina;Rua Sabino Jose de Santana, 228;S/N;Nazare;;44700-000;(74) 98817-2765 ; (74) 99191-6334 ;; ;assuncaocalcados@outlook.com; ; ;;;;; 19661726000101 ;
Adriano de Jesus - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Comunicacao visual;;BRASIL;BAHIA;Pocoes;Rua Coronel Alberto Lopes, 27;S/N;Centro;;45260-000;(77) 3431-1464 ; (77) 98842-0448 ;; ;adriano_tribal@hotmail.com; ; ;;;;; 08436189000171 ;
Adriano de Jesus Queiroz;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Calendario de mesa;;BRASIL;BAHIA;Salvador;Rua Potiragua, 71;S/N;Pernambues;;41100-160;41100-160;;; ;adriartcomunicacao@gmail.com; ;;;;;; 08338593000102 ;
Adriano Ribeiro Reis - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Suporte para cilindro GNV;;BRASIL;BAHIA;Salvador;Rua Silvino Pereira, 144;S/N;Uruguai;;40454-120;(71) 3313-7503 ; (71) 98763-4033 ;; ;ferasgas@hotmail.com; ; ;;;;; 18504250000124 ;
Adriclesia Industria e Comercio de Panificacao Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Sanduiche de metro;;BRASIL;BAHIA;Itamaraju;Av Perimetral, 1126;S/N;Centro;;45836-000;(73) 3294-6269 ;  ;; ;clesiasalarini@gmail.com; ; ;;;;; 14042976000131 ;
Adsart Comunicaco Visual, Publicidades e Propagandas Eireli;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Faixa;;BRASIL;BAHIA;Simoes Filho;Av Eng Walter Aragao de Souza, 343-A;S/N;Km 30;;43700-000;(71) 98142-7667 ;  ;; ;adsartcomunicacovisual@hotmail.com; ; ;;;;; 13790232000132 ;
Adson Silva Bomfim - ME;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Nove eixos;;BRASIL;BAHIA;Barreiras;Rodovia BR 020-242 Km 604, 604;S/N;Vale da Boa Esperanca;;47800-000;(77) 2103-8015 ; (77) 99904-9244 ;; ;adsonchapada@hotmail.com; ; ;;;;; 19710752000174 ;
Advance Industria e Comercio de Artigos para Piscinas e Lazer Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Guarda-sol;www.advancesombreiros.com.br;BRASIL;BAHIA;Lauro de Freitas;Rua Meire T do Nascimento, 72;S/N;Itinga;;42700-000;(71) 3252-2244 ;  ;; ;advancesombreiros@gmail.com; ; ;;;;; 00858512000193 ;
Advento Bolsas e Brindes Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Bolsa;;BRASIL;BAHIA;Serrolandia;Rua Vivaldino Pereira da Silva, 32;S/N;Sol Nascente;;44710-000;(74) 3631-2139 ; (74) 98111-3162 ;; ;adventobolsas@gmail.com; ; ;;;;; 12296903000140 ;
AEE Servicos de Eletro Eletronico Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Instalacao e manutencao de gerador, no-break, subestacao, banco de capacitores;www.unienergia.com.br;BRASIL;BAHIA;Salvador;Rua Senador Theotonio Vilela, 190;S/N;Parque Bela Vista;;40279-435;(71) 3359-7183 ; (71) 3355-0399 ;; ;unienergia@unienergia.com.br; ; ;;;;; 20180948000183 ;
Aeromex-Aerocentro Montagem Experimental Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Manutencao e fabricacao de aeronave;;BRASIL;BAHIA;Barreiras;Est Vicinal do Barrocao Km 3,5, S/N;S/N;Zona Rural;;47805-970;(77) 3021-3733 ; (77) 99850-1777 ;; ;administrativo@aerocentro.com.br; ; ;;;;; 12508055000196 ;
AF Tec Comercio e Servicos Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Manutencao e reparacao de aparelhos eletromedicos (bomba de infusao, endoscopio flexivel);;BRASIL;BAHIA;Salvador;Rua dos Cursilhistas, S/N;S/N;Dom Avelar;;41315-002;(71) 99978-3585 ; (71) 98707-3848 ;; ;af.tec2014@gmail.com; ; ;;;;; 19764938000106 ;
AFA Industria e Comercio de Moveis Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Movel planejado para cozinha e dormitorio;;BRASIL;BAHIA;Porto Seguro;Rua Vivenda dos Salvos, 218;S/N;Campinho;;45810-000;(73) 3268-3795 ; (73) 99991-8042 ;; ;mastertecps@hotmail.com; ; ;;;;; 11876207000140 ;
Afiaco Comercio e Servicos Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Servico de afiacao para serras circulares;;BRASIL;BAHIA;Salvador;Av Octavio Mangabeira, 37-A;S/N;Boca do Rio;;41706-690;(71) 99737-0024 ;  ;; ;afiaco@wlrep.com.br; ; ;;;;; 15684627000186 ;
AFP Ferreira Ind e Com de Beneficiamento de Leite Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Leite pasteurizado;;BRASIL;BAHIA;Feira de Santana;Rodovia BR-324 Km 96, S/N;S/N;Distrito de Humildes;;44135-000;(75) 3625-3249  ; (75) 99988-3247 ;; ;leiteatlanta@br.inter.net; ; (75) 99129-2387;;;;; 04023251000142 ;
Afrisul Abatedouro e Frigorifico Regional Sul da Bahia Ltda;;;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO; Farinha de osso;;BRASIL;BAHIA;Itabuna;Rod BR 415 Km 40, S/N;S/N;Ferradas;;45600-970;(73) 3616-1155 ;  ;; ;granfel1@hotmail.com; ; ;;;;; 00664386000136 ;
