Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
Disbam Locacao de Maquinas Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos nao-perigosos;;BRASIL;BAHIA;Brumado;Rua Tiburcio Leite, 120-B;S/N;Centro;;46100-000;(77) 3441-1290  ; (77) 99997-9767 ;; ;disbam.brumado@gmail.com; ; (77) 99943-8023;;;;; 12679089000143 ;
Disk Entulho Servicos Eireli;;;INDÚSTRIAS EXTRATIVAS; Coleta de lixo comercial;;BRASIL;BAHIA;Vitoria da Conquista;Caminho E Urbis I, 16;S/N;Candeias;;45028-235;(77) 3421-1514 ;  ;; ;diskentulhoconquista@hotmail.com; ; ;;;;; 01948866000191 ;
Distribuidora de Agua Camacari S/A;;;INDÚSTRIAS EXTRATIVAS; Agua desmineralizada, clarificada e potavel;;BRASIL;BAHIA;Camacari;Rua Eteno, 1561;S/N;Polo Petroquimico;;42810-000;(71) 3634-6810 ; (71) 3634-6979 ;; ;giselle.rangel@cetrel.com.br; ; ;;;;; 01944031000163 ;
Distribuidora de Areia Mucuri Assessoria e Servicos Ltda;;;INDÚSTRIAS EXTRATIVAS; Argila;;BRASIL;BAHIA;Mucuri;Av Espirito Santo, 78-A;S/N;Gazinelandia/Itabatan;;45930-000;(73) 3605-2570 ;  ;; ;ceramicaitabatan@gmail.com; ; ;;;;; 07533463000168 ;
DJ Granitos Eireli - ME;;;INDÚSTRIAS EXTRATIVAS; Extracao de granito e quartzito;www.gramazini.com.br;BRASIL;BAHIA;Campo Formoso;Fazenda Folha Larga, S/N;S/N;Povoado Folha Larga;;44790-000;(27) 99983-6054 ;  ;; ;sales@gramazini.com.br; ; ;;;;; 10828635000640 ;
DJ Granitos Eireli - ME;;;INDÚSTRIAS EXTRATIVAS; Extracao de granito e quartzito;www.gramazini.com.br;BRASIL;BAHIA;Curaca;Fazenda Canabravinha, S/N;S/N;Zona Rural;;48930-000;(27) 99983-6054 ;  ;; ;sales@gramazini.com.br; ; ;;;;; 10828635000569 ;
DN Servicos de Coleta de Entulhos e Residuos Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos nao-perigosos;;BRASIL;BAHIA;Guanambi;Av Santos Dumont, 514-A;S/N;Vomitamel;;46430-000;(77) 3451-3387 ;  ;; ;lubricol@msn.com; ; ;;;;; 12834433000121 ;
Dolomita Industria e Comercio de Calcario Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de calcario;;BRASIL;BAHIA;Ibotirama;Fazenda Terra Nova, S/N;S/N;Escurial;;47520-000;(77) 3698-1507 ;  ;; ;dolomita.gerencia@uol.com.br; ; ;;;;; 42012997000220 ;
Dolomita Industria e Comercio de Calcario Ltda;;;INDÚSTRIAS EXTRATIVAS; Calcario;;BRASIL;BAHIA;Ibotirama;Rod BA-160 Km 11,5, S/N;S/N;Zona Rural;;47520-000;(77) 3698-1507 ; (77) 3698-2258 ;; ;dolomita.gerencia@uol.com.br; ; (77) 3698-2255;;;;; 42012997000140 ;
Dow Brasil Industria e Comercio de Produtos Quimicos Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de sal marinho;www.dowbrasil.com;BRASIL;BAHIA;Vera Cruz;Fazenda Caboto Guara, S/N;S/N;Ilha de Matarandiba;;44470-000;(71) 3649-5085 ;  ;; ;mllobao@dow.com; ; ;;;;; 60435351001986 ;
EBR Empresa de Beneficiamento de Residuos Ltda;;;INDÚSTRIAS EXTRATIVAS; Beneficiamento da casca do coco verde;;BRASIL;BAHIA;Camacari;Rua A, S/N;S/N;Catu de Abrantes;;42841-000;(71) 3311-2331 ; (71) 98189-1009 ;; ;ebr.beneficiar@gmail.com; ; ;;;;; 24876631000137 ;
Eccomar Solucoes Ambientais Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos industriais;;BRASIL;BAHIA;Salvador;Rua Engenheiro Celso Torres, 06;S/N;Graca;;40150-280;(71) 3034-7000 ; (71) 98131-5002 ;; ;jorge.precisao@hotmail.com; ; ;;;;; 15420500000150 ;
Eco Coleta Tudo Comercio de Materiais Reciclaveis Eireli;;;INDÚSTRIAS EXTRATIVAS; Descaracterizacao de papel, papelao e plasticos;www.coletatudo.com.br;BRASIL;BAHIA;Camacari;Rua A3, S/N;S/N;Centro;;42800-970;(71) 2136-1010 ; (71) 99103-0286 ;; ;comercial@coletatudo.com.br; ; ;;;;; 17095195000101 ;
Eco Gestao Servicos Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuo hospitalar;;BRASIL;BAHIA;Juazeiro;Rua Projetada, S/N;S/N;BR-407 Km 06;;48900-420;(74) 3612-5492 ;  ;; ;comercial@ecogestaoservicos.com.br; ; ;;;;; 14924372000119 ;
Eco Marmores e Granitos Importacao e Exportacao Ltda;;;INDÚSTRIAS EXTRATIVAS; Revestimento;www.ecomarmore.com.br;BRASIL;BAHIA;Jacobina;Av Nossa Senhora da Conceicao, 1757;S/N;Tamarindo;;44700-000;(74) 3621-3020  ; (74) 3621-1892 ;; ;eco@ecomarmore.com.br; ; (74) 99116-1114;;;;; 40597858000108 ;
Ecofossa Bahia Sistema Ecologico de Tratamento de Esgoto Ltda;;;INDÚSTRIAS EXTRATIVAS; Tratamento de esgoto;;BRASIL;BAHIA;Porto Seguro;Av Adno Musser, S/N;S/N;Quintas do Descobrimento;;45810-000;(73) 99124-9319 ;  ;; ;tony@ecofossa.com; ; ;;;;; 25249751000177 ;
Ecologica Nordeste Eireli;;;INDÚSTRIAS EXTRATIVAS; Gerenciamento, blendagem e destinacao de residuos industriais Lista de Insumos:;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 17717804000109 ;
Ecovida Social e Ambiental & Cia;;;INDÚSTRIAS EXTRATIVAS; Beneficiamento de residuos industriais;www.ecovida.ind.br;BRASIL;BAHIA;Feira de Santana;Av Banco do Nordeste, S/N;S/N;Cedin;;44010-665;(75) 3481-2424  ; (75) 4101-0031 ;; ;ecovida.ba@gmail.com; ; ;;;;; 06075596000175 ;
Ediberto Correa da Silva Eireli;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos nao-perigosos;;BRASIL;BAHIA;Salvador;Rua Almirante Mourao de Sa, 53;S/N;Paripe;;40800-600;(71) 3521-3300 ;  ;; ;mbferragem@hotmail.com; ; ;;;;; 34443671000149 ;
Edna Rodrigues dos Santos Souza - ME;;;INDÚSTRIAS EXTRATIVAS; Beneficiamento do solo;;BRASIL;BAHIA;Ipira;Fazenda Varzea, 02;S/N;Zona Rural;;44600-000;(75) 3254-1518 ; (75) 99802-3951 ;; ;ipirafertil.10@hotmail.com; ; (75) 99231-2968;;;;; 14564375000199 ;
Edson Jose dos Santos de Candeias - ME;;;INDÚSTRIAS EXTRATIVAS; Limpa fossa;;BRASIL;BAHIA;Candeias;Rua 14 de Agosto, 39;S/N;Distrito Industrial;;43813-000;(71) 99915-6959 ; (71) 99323-2287 ;; ;clh.limpeza@gmail.com; ; ;;;;; 14254433000188 ;
EGA Travertino Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de marmore;;BRASIL;BAHIA;Jacobina;Rod Jacobina/Miguel Calmon Km 03, S/N;S/N;Rodovia;;44700-000;(74) 3621-7687 ; (74) 3621-7622 ;; ;elio.macedomacedo@gmail.com; ; ;;;;; 27138037000137 ;
Egamarmore Ltda;;;INDÚSTRIAS EXTRATIVAS; Beneficiamento de marmore;;BRASIL;BAHIA;Ourolandia;Fazenda Cabaceira e Casa Nova, S/N;S/N;Zona Rural;;44718-000;(74) 3621-7622 ; (74) 3621-7687 ;; ;egamarmore@gmail.com; ; ;;;;; 03463640000479 ;
Egamarmore Ltda;;;INDÚSTRIAS EXTRATIVAS; Lavra do bloco de marmore;;BRASIL;BAHIA;Jacobina;Rod Jacobina a Miguel Calmon Km 03, S/N;S/N;Zona Rural;;44700-000;(74) 3621-7687  ; (74) 3621-7622 ;; ;egamarmore@gmail.com; ; ;;;;; 03463640000126 ;
Egmar Dias Lima - ME;;;INDÚSTRIAS EXTRATIVAS; Limpeza de fossa;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rua Luiz Claudio Nunes Rocha, S/N;S/N;Jardim Imperial;;47850-000;(77) 99996-5322 ;  ;; ;egmaredl@hotmail.com; ; ;;;;; 07627496000177 ;
Eletrogoes S/A;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;;BRASIL;BAHIA;Salvador;Rua Alceu Amoroso Lima, 172;S/N;Caminho das Arvores;;41820-770;(71) 3444-2301 ; (71) 3334-0047 ;; ;financeiro@eletrogoes.com.br; ; (71) 3032-7325;;;;; 32923187000191 ;
Empreendimentos Morro de Sao Paulo Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de areia e cascalho;;BRASIL;BAHIA;Barra do Choca;Fazenda Santa Marta, S/N;S/N;Morro de Sao Paulo;;45120-000;(77) 99966-9499 ;  ;; ;arealdomorro@hotmail.com; ; ;;;;; 14185756000167 ;
Empresa de Mineracao Badin Ltda;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;www.badinmines.com.br;BRASIL;BAHIA;Itaju do Colonia;Fazenda Hiassu, S/N;S/N;Zona Rural;;45730-000;(21) 2252-4188 ; (21) 2232-0016 ;; ;badinrj@terra.com.br; ; ;;;;; 33118928000477 ;
Empresa Municipal de Aguas e Saneamento S/A;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;www.emasaitabuna.com.br;BRASIL;BAHIA;Itabuna;Rua Sao Vicente de Paula, 227;S/N;Centro;;45600-105;(73) 3215-9100 ; (73) 3211-3720 ;; ;contabilidade@emasaitabuna.com.br; ; ;;;;; 34079590000101 ;
Emtter Empresa de Terraplenagem e Transp Rodoviario Ltda;;;INDÚSTRIAS EXTRATIVAS; Po-de-pedra;;BRASIL;BAHIA;Nazare;Rod BA-046 Km 02, S/N;S/N;Remedios;;44400-000;(75) 3636-1638 ;  ;; ;neisoares@yahoo.com.br; ; ;;;;; 13848262000152 ;
Enaldo Moura Boaventura Eireli;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eolica;;BRASIL;BAHIA;Serrinha;Rua 17 de Marco, 321-B;S/N;Cruzeiro;;48700-000;(75) 99969-7257 ;  ;; ;soluzionenergias@gmail.com; ; ;;;;; 05652626000104 ;
Enel Green Power Cristal Eolica S/A;;;INDÚSTRIAS EXTRATIVAS; Energia renovavel;www.enelgreenpower.com;BRASIL;BAHIA;Salvador;Av Antonio Carlos Magalhaes, 3244;S/N;Caminho das Arvores;;40820-000;(21) 2206-5600 ; (71) 3555-1999 ;; ;flavia.sena@enel.com; ; ;;;;; 12851920000283 ;
Energetica Serra da Prata S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eletrica;www.renovaenergia.com.br;BRASIL;BAHIA;Salvador;Av Tancredo Neves, 450;S/N;Caminho das Arvores;;41820-901;(71) 3293-7100 ;  ;; ;renova@renovaenergia.com.br; ; ;;;;; 05982449000116 ;
Enguia Gen Ba Ltda;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;www.enguiagen.com.br;BRASIL;BAHIA;Jaguarari;Faz Caraiba, S/N;S/N;Nucleo Residencial Pilar;;48967-000;(74) 3532-8518  ; (74) 3532-8524 ;; ;pedrosergio@enguia.com.br; ; (85) 3311-3122;;;;; 04735625000233 ;
Eolica Pedra do Reino IV S/A;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;www.echoenergia.com.br;BRASIL;BAHIA;Sobradinho;Sitio Sao Jose, S/N;S/N;Zona Rural;;48925-000;(11) 4935-4000 ; (11) 4935-4069 ;; ;alexandre.santos@echoenergia.com.br; ; ;;;;; 24294065000236 ;
Eolica Pedra do Reino S/A;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;www.echoenergia.com.br;BRASIL;BAHIA;Sobradinho;Rua Dois, 16;S/N;Vila Sao Joaquim;;48925-000;(11) 4935-4000 ; (11) 4935-4069 ;; ;alexandre.santos@echoenergia.com.br; ; (11) 4935-4092;;;;; 11608271000221 ;
Eolicatec Sobradinho S/A;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;www.echoenergia.com.br;BRASIL;BAHIA;Sobradinho;Rua 2, Quadra N14, 16-A;S/N;Vila Sao Joaquim;;48925-000;(11) 4935-4000 ; (11) 4935-4069 ;; ;alexandre.santos@echoenergia.com.br; ; ;;;;; 12684715000270 ;
ERB Aratinga S/A;;;INDÚSTRIAS EXTRATIVAS; Energia eletrica por queima de biomassa;www.erbrasil.com.br;BRASIL;BAHIA;Candeias;Rodovia Matoim, S/N;S/N;Distrito Industrial;;43813-000;(71) 3340-4250 ; (71) 3038-6815 ;; ;notifica@erbrasil.com.br; ; (11) 4550-3465;;;;; 12901925000192 ;
ETB - Empresa de Transmissao Baiana S/A;;;INDÚSTRIAS EXTRATIVAS; Transmissao de energia eletrica;www.alupar.com.br;BRASIL;BAHIA;Juazeiro;Rua Juvencio Alves, 08;S/N;Centro;;48903-480;(11) 4571-2400 ;  ;; ;fiscal.transmissao@alupar.com.br; ; ;;;;; 24870961000204 ;
Euvaldo Materiais de Construcao Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de areia;;BRASIL;BAHIA;Miguel Calmon;Rua Francisco Ferreira, 754;S/N;Brejo Grande;;44720-000;(74) 99193-1950 ;  ;; ;; ; ;;;;; 14601747000100 ;
Evania Oliveira Lima Silva;;;INDÚSTRIAS EXTRATIVAS; Areia;;BRASIL;BAHIA;Sao Felix do Coribe;Rod BA-349 Km 32, S/N;S/N;Entroncamento Porto Novo;;47665-000;(77) 3484-6030 ; (77) 98159-5028 ;; ;evania.oliver@hotmail.com; ; (77) 3484-6141;;;;; 08859900000109 ;
Fabrolim Comercio e Industria de Estrutura de Cimento Ltda;;;INDÚSTRIAS EXTRATIVAS; Areia;;BRASIL;BAHIA;Valenca;Av Maconica, 227;S/N;Centro;;45400-000;(75) 3641-3572 ;  ;; ;fabrolim@fabrolim.com.br; ; ;;;;; 14683098000303 ;
Fama Locacao de Maquinas Ltda;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;;BRASIL;BAHIA;Barrocas;Rua Boa Uniao, 05;S/N;Zona Rural;;48705-000;(75) 99231-9724 ; (75) 99926-5554 ;; ;fabricio.fsq@hotmail.com; ; (75) 98815-6196;;;;; 17878204000122 ;
Fazenda Brasileiro Desenvolvimento Mineral Ltda;;;INDÚSTRIAS EXTRATIVAS; Cal hidratada;;BRASIL;BAHIA;Barrocas;Fazenda Brasileiro, S/N;S/N;Zona Rural;;48705-000;(75) 3616-5555 ; (75) 3616-5341 ;; ;marcus.cavalcanti@briogoldinc.com; ; ;;;;; 22104045000149 ;
FDT Servicos Especializados Eireli;;;INDÚSTRIAS EXTRATIVAS; Dessalinizador de agua;www.acquaquim.com.br;BRASIL;BAHIA;Lauro de Freitas;Av Luiz Tarquinio Pontes, 710;S/N;Centro;;42702-900;(71) 98133-4063 ;  ;; ;luciana@bioagua.ind.br; ; ;;;;; 27502595000130 ;
Fertimar Mineracao e Navegacao S/A;;;INDÚSTRIAS EXTRATIVAS; Racao para animais;www.primasea.com.br;BRASIL;BAHIA;Candeias;Via Candeias Km 6, S/N;S/N;Distrito Industrial;;43813-000;(71) 3342-1985 ; (71) 99605-2728 ;; ;regio.neto@primasea.com.br; ; (31) 99830-0942;;;;; 07066019000180 ;
Fladmar Fabrica de Ladrilhos de Marmore Ltda;;;INDÚSTRIAS EXTRATIVAS; Ladrilho;;BRASIL;BAHIA;Ourolandia;Rod BA-368 Km 68 Estrada Jacobina Umburanas, S/N;S/N;Sede;;44718-000;(74) 3621-3352 ; (74) 3681-2126 ;; ;begebahiamarmores@hotmail.com; ; ;;;;; 09022092000185 ;
Fortflex Recuperacao de Residuos Industriais Ltda;;;INDÚSTRIAS EXTRATIVAS; Recuperacao de material sintetico e PVC para transformacao de composto para injecao de solados;;BRASIL;BAHIA;Lafaiete Coutinho;Rua Vinte de Fevereiro, 435;S/N;Centro;;45215-000;(73) 98832-0956 ; (73) 99121-4381 ;; ;fortflex@outlook.com; ; (73) 3541-2042;;;;; 18674400000148 ;
FS Comercial Industrial e Servico Ltda;;;INDÚSTRIAS EXTRATIVAS; Brita;www.britagemcanavieiras.com.br;BRASIL;BAHIA;Jacobina;Povoado Canavieiras, S/N;S/N;Zona Rural;;44700-000;(74) 3621-3388  ; (74) 99191-1453 ;; ;contato@britagemcanavieiras.com.br; ; ;;;;; 09603217000160 ;
G & R Coleta e Transportes de Residuos Ltda;;;INDÚSTRIAS EXTRATIVAS; Coleta de residuos nao-perigosos advindos de navios;www.diskfrete-ba.com.br;BRASIL;BAHIA;Salvador;Rua Torquato Bahia, 404;S/N;Comercio;;40015-110;(71) 3327-2161  ; (71) 99609-5168 ;; ;almirogonzaga@diskfrete-ba.com.br; ; ;;;;; 05547726000162 ;
Garbo Empreiteira e Locacao de Veiculos Eireli - EPP;;;INDÚSTRIAS EXTRATIVAS; Construcao civil;;BRASIL;BAHIA;Biritinga;Praca 23 de Abril, 184;S/N;Centro;;48780-000;(75) 3261-4098 ;  ;; ;garboengenharia@hotmail.com; ; ;;;;; 07009304000169 ;
Gard Terceirizacao de Servicos Ltda;;;INDÚSTRIAS EXTRATIVAS; Capinacao;;BRASIL;BAHIA;Paulo Afonso;Travessa da Inconfidencia, 85;S/N;Centro;;48601-220;(75) 3281-1515 ; (75) 3282-4423 ;; ;gard.setorpessoal.10@bol.com.br; ; ;;;;; 00400247000103 ;
Genesis Mineradora Ltda;;;INDÚSTRIAS EXTRATIVAS; Ferro;;BRASIL;BAHIA;Jaborandi;Praca Presidente Medici, 412;S/N;Centro;;47655-000;(77) 99126-1789 ;  ;; ;genesismineradoraba@hotmail.com; ; ;;;;; 14472771000196 ;
Geopark Brasil Exploracao e Producao de Petroleo e Gas Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de petroleo e gas natural;www.geo-park.com;BRASIL;BAHIA;Salvador;Av Antonio Carlos Magalhaes, 771;S/N;Itaigara;;41825-000;(71) 3358-0329 ; (71) 3035-3078 ;; ;mpedreira@geo-park.com; ; (71) 3354-4108;;;;; 17572061000207 ;
GM Granitos e Marmores Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de quartzito;www.bluemacaubas.com;BRASIL;BAHIA;Boquira;Fazenda Sao Marcos, S/N;S/N;Sede;;46530-000;(77) 3473-1270 ; (77) 3473-1483 ;; ;gmgranitosmacaubas@hotmail.com; ; ;;;;; 27662469000576 ;
GM Granitos e Marmores Ltda;;;INDÚSTRIAS EXTRATIVAS; Bloco quartzito azul;;BRASIL;BAHIA;Macaubas;Estrada de Acesso Km 01, S/N;S/N;Suburbio;;46500-000;(77) 3473-1270 ; (77) 3473-1483 ;; ;gmgranitosmacaubas@hotmail.com; ; ;;;;; 27662469000223 ;
Gran Minas Extracao de Granito Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de granito, marmore e quartzito;www.pedradofrade.com.br;BRASIL;BAHIA;Macaubas;Sitio Lagoa Grande, Comunidade de Veredinha, S/N;S/N;Zona Rural;;46500-000;(28) 3533-1713 ; (28) 3533-1714 ;; ;adm1@granminas.com; ; ;;;;; 08326405000398 ;
Granisul Granitos do Sul da Bahia Ltda;;;INDÚSTRIAS EXTRATIVAS; Quartzito;www.granisulgranitos.com.br;BRASIL;BAHIA;Morro do Chapeu;Rodovia BA-144 Km 11, S/N;S/N;Vale do Rio Ligeiro;;44850-000;(28) 99927-9091 ;  ;; ;sergio1379@hotmail.com; ; ;;;;; 03295812000108 ;
Gransena Exportacao e Comercio Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de granito;www.gransena.com.br;BRASIL;BAHIA;Paramirim;Fazenda Morro Branco, S/N;S/N;Zona Rural;;46190-000;(33) 3753-1203 ; (33) 98401-6025 ;; ;gransena@gransena.com.br; ; (33) 3755-1566;;;;; 24042913001291 ;
Gransena Exportacao e Comercio Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de granito;www.gransena.com.br;BRASIL;BAHIA;Caetanos;Fazenda Lagoa das Queimadas, S/N;S/N;Zona Rural;;45265-000;(33) 3753-1203  ; (33) 98401-6025 ;; ;gransena@gransena.com.br; ; (33) 3755-1566;;;;; 24042913001534 ;
Gravital Pedras Ltda;;;INDÚSTRIAS EXTRATIVAS; Granito;;BRASIL;BAHIA;Medeiros Neto;Corrego da Fortuna Areia e Seco, S/N;S/N;Zona Rural;;45960-000;(28) 3539-8023 ;  ;; ;marlito@marlitocontabilidade.com.br; ; ;;;;; 05254262000449 ;
Great Oil Perfuracoes Brasil Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de petroleo;;BRASIL;BAHIA;Pojuca;Rod BA-093 Km 43, S/N;S/N;Star;;48120-000;(71) 3555-5100 ; (71) 3555-5109 ;; ;notafiscal@greatholdings.com.br; ; (21) 2159-8819;;;;; 11895432000477 ;
GTW Geracao e Servicos Ltda;;;INDÚSTRIAS EXTRATIVAS; Geracao de energia eletrica;www.brasilgtw.com.br;BRASIL;BAHIA;Pojuca;Rod BA-093 Km 45, S/N;S/N;Star;;48120-000;(21) 2051-2726 ; (21) 3559-2800 ;; ;contato@brasilgtw.com.br; ; ;;;;; 13332930000275 ;
Guidoni Ornamental Rocks Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de bloco;www.guidoni.com.br;BRASIL;BAHIA;Erico Cardoso ;Fazenda Tira Chapeu, S/N;S/N;Zona Rural;;46180-000;(27) 3742-0100 ;  ;; ;analistafiscal@guidoni.com.br; ; ;;;;; 00264528004084 ;
Guidoni Ornamental Rocks Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de bloco;www.guidoni.com.br;BRASIL;BAHIA;Paramirim;Fazenda Bebedouro, S/N;S/N;Zona Rural;;46190-000;(27) 3742-0100 ;  ;; ;analistafiscal@guidoni.com.br; ; ;;;;; 00264528003940 ;
H T Sucatas e Reciclagem Ltda;;;INDÚSTRIAS EXTRATIVAS; Metal;;BRASIL;BAHIA;Itabuna;Rua N Quadra 23, 109;S/N;Vila Analia;;45608-155;(73) 98857-8422 ;  ;; ;matossucata_@hotmail.com; ; ;;;;; 13431748000190 ;
H. C. de Matos & Cia Ltda;;;INDÚSTRIAS EXTRATIVAS; Artefato de cimento;;BRASIL;BAHIA;Jequie;Av Rio Bahia, S/N;S/N;Km 4;;45208-360;(73) 3525-2738 ;  ;; ;inpactojequie@gmail.com; ; ;;;;; 15290800000161 ;
Hera Ambiental S/A;;;INDÚSTRIAS EXTRATIVAS; Tratamento de residuos não-perigosos;;BRASIL;BAHIA;Sao Francisco do Conde;Rod BA-522 Km 08, S/N;S/N;Zona Rural;;43900-000;(71) 3402-0022 ; (71) 3402-0023 ;; ;financeiro-heraambiental@solvi.com; ; (71) 99642-4866;;;;; 11164913000160 ;
Ibar Nordeste Ltda;;;INDÚSTRIAS EXTRATIVAS; Massa refrataria;;BRASIL;BAHIA;Brumado;Fazenda Campo de Dentro, S/N;S/N;Zona Rural;;46100-000;(77) 3441-3636  ; (77) 3441-3810 ;; ;ibarnordeste@ibar.com.br; ; (77) 3441-3920;;;;; 61442810000192 ;
Ibar Nordeste Ltda;;;INDÚSTRIAS EXTRATIVAS;Lista de Insumos:;www.ibarnordeste.com.br;BRASIL;BAHIA;Brumado;Fazenda Campo de Dentro, S/N;S/N;Zona Rural;;46100-000;(77) 3441-3636 ; (77) 3441-3920 ;; ;ibarnordeste@ibar.com.br; ; (71) 3441-3810;;;;; 61442810000435 ;
IBMG Mineracao Comercio e Industria Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de arabescato;;BRASIL;BAHIA;Belmonte;Faz Reunidas Nova Esperanca, S/N;S/N;Distrito Boca do Corrego;;45800-000;(71) 3342-8667  ; (73) 98175-3393 ;; ;financeiro02@ibmgmineradora.com.br; ; ;;;;; 08626569000179 ;
ICS Locacao de Equipamentos e Servicos Ltda;;;INDÚSTRIAS EXTRATIVAS; Caminhao com tanque de inox;;BRASIL;BAHIA;Lauro de Freitas;Rua Moises Araujo, Lot Miragem, S/N;S/N;Portao;;42700-000;(71) 3369-1124 ;  ;; ;ics@icshidrojato.com.br; ; ;;;;; 00362579000132 ;
Imi Fabi Talco S/A;;;INDÚSTRIAS EXTRATIVAS; Talco micronizado;www.imifabi.com;BRASIL;BAHIA;Brumado;Vila de Catiboaba, S/N;S/N;Magnesita;;46100-000;(77) 3441-8168 ; (77) 3441-8122 ;; ;natanael.aganette@imifabi.com; ; ;;;;; 24809672000100 ;
Incosol Industria de Corretivos de Solos Ltda ;;;INDÚSTRIAS EXTRATIVAS; Agregados para construcao civil;;BRASIL;BAHIA;Morro do Chapeu;Fazenda Incosol, Km 275 da Estrada do Feijao BA-052, S/N;S/N;Sede;;44850-000;(74) 3692-2130 ;  ;; ;incosol09@gmail.com; ; ;;;;; 14628382000107 ;
Industria e Comercio de Brita Serra Branca Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de pedra calcaria (calcitico, silicoso);;BRASIL;BAHIA;Euclides da Cunha;Fazenda Povoado Serra Branca, 109;S/N;Zona Rural;;48500-000;(75) 3271-3657 ;  ;; ;britaserrabranca@hotmail.com; ; ;;;;; 04696202000170 ;
Industria e Comercio de Britas Maia Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao e britamento de pedra;;BRASIL;BAHIA;Jequie;Rod BR-116 Km 685, S/N;S/N;Kennedy;;45202-130;(73) 3525-2175  ; (73) 3525-2193 ;; ;britasmaia@hotmail.com; ; ;;;;; 96802780000162 ;
Industria e Transportes Calcario Toca da Onca Ltda;;;INDÚSTRIAS EXTRATIVAS; Calcario dolomitico;;BRASIL;BAHIA;Potiragua;Rodovia Antiga BR-101 Km 48, S/N;S/N;Povoado de Itaimbe;;45790-000;(73) 3285-5040  ; (73) 3285-5037 ;; ;calcariobr101@ig.com.br; ; (73) 3285-5048;;;;; 10492124000195 ;
Industria Mineradora e Construtora Folha da Fonte Ltda;;;INDÚSTRIAS EXTRATIVAS; Extracao de areia;;BRASIL;BAHIA;Itapicuru;Povoado Folha da Fonte, 130;S/N;Zona Rural;;48475-000;(79) 99986-1474 ;  ;; ;zezedaotica@gmail.com; ; ;;;;; 04922941000133 ;
Industrias Nucleares do Brasil S/A - INB;;;INDÚSTRIAS EXTRATIVAS; Concentrado de uranio Lista de Insumos:;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 00322818003570 ;
Inpacto Industria de Pedras e Artefatos de Cimento Eireli;;;INDÚSTRIAS EXTRATIVAS; Granito;;BRASIL;BAHIA;Presidente Tancredo Neves;Rod BR-101 Km 322, S/N;S/N;Moenda;;45416-000;(73) 3553-4063 ;  ;; ;pedreirainpacto@gmail.com; ; ;;;;; 14406011000180 ;
Instituto de Desenv Economico Social Cientifico Ambiental e Tecnologico;;;INDÚSTRIAS EXTRATIVAS; Coleta e processamento de residuos solidos de embarcacoes classe I e II;;BRASIL;BAHIA;Salvador;Praca da Se, 398;S/N;Centro;;40020-210;(71) 99937-8473 ;  ;; ;in-societate@uol.com.br; ; ;;;;; 12339718000196 ;
